CELL	COMP_1	COMP_2	COMP_3	COMP_4
10294	NA	NA	NA	NA
10295	NA	NA	NA	NA
10296	NA	NA	NA	NA
10297	NA	NA	NA	NA
10298	NA	NA	NA	NA
10299	NA	NA	NA	NA
10300	NA	NA	NA	NA
10301	NA	NA	NA	NA
10302	NA	NA	NA	NA
10303	NA	NA	NA	NA
10304	NA	NA	NA	NA
10305	NA	NA	NA	NA
10306	NA	NA	NA	NA
10307	NA	NA	NA	NA
10308	NA	NA	NA	NA
10309	NA	NA	NA	NA
10310	NA	NA	NA	NA
10311	NA	NA	NA	NA
10312	NA	NA	NA	NA
10313	NA	NA	NA	NA
10314	NA	NA	NA	NA
10315	NA	NA	NA	NA
10316	NA	NA	NA	NA
10317	NA	NA	NA	NA
10318	NA	NA	NA	NA
10319	NA	NA	NA	NA
10320	NA	NA	NA	NA
10321	NA	NA	NA	NA
10322	NA	NA	NA	NA
10323	NA	NA	NA	NA
10324	NA	NA	NA	NA
10325	NA	NA	NA	NA
10326	NA	NA	NA	NA
10327	NA	NA	NA	NA
10328	NA	NA	NA	NA
10329	NA	NA	NA	NA
10330	NA	NA	NA	NA
10331	NA	NA	NA	NA
10332	NA	NA	NA	NA
10333	NA	NA	NA	NA
10334	NA	NA	NA	NA
10335	NA	NA	NA	NA
10336	NA	NA	NA	NA
10337	NA	NA	NA	NA
10338	NA	NA	NA	NA
10339	NA	NA	NA	NA
10340	NA	NA	NA	NA
10341	NA	NA	NA	NA
10342	NA	NA	NA	NA
10343	NA	NA	NA	NA
10344	NA	NA	NA	NA
10345	NA	NA	NA	NA
10346	NA	NA	NA	NA
10347	NA	NA	NA	NA
10348	NA	NA	NA	NA
10349	NA	NA	NA	NA
10350	NA	NA	NA	NA
10351	NA	NA	NA	NA
10352	NA	NA	NA	NA
10353	NA	NA	NA	NA
10354	NA	NA	NA	NA
10355	NA	NA	NA	NA
10356	NA	NA	NA	NA
10357	NA	NA	NA	NA
10358	NA	NA	NA	NA
10359	NA	NA	NA	NA
10360	NA	NA	NA	NA
10361	NA	NA	NA	NA
10362	NA	NA	NA	NA
10363	NA	NA	NA	NA
10364	NA	NA	NA	NA
10365	NA	NA	NA	NA
10366	NA	NA	NA	NA
10367	-1.67824	-2.50948	-1.82384	-0.6413
10368	-1.52589	-3.10203	-1.86916	-1.16875
10369	-1.28562	-2.52498	-1.58377	-1.76816
10370	-1.09554	-2.11259	-1.35144	-2.51619
10371	0.55362	-0.75998	-1.07349	-2.63465
10372	2.51239	1.21126	-1.4498	-1.54425
10373	2.43667	-0.81196	-0.96159	-0.51782
10374	2.46584	0.01881	-1.25643	0.11698
10375	0.89927	-0.36689	-0.98992	-0.6494
10376	0.4038	-0.49276	-1.18882	-0.19813
10377	-0.32429	-1.36801	-0.75395	0.08667
10378	0.79372	0.92382	-1.18689	-0.265
10379	0.61173	-1.42891	-0.95076	0.23458
10380	0.86202	-1.28731	-1.12308	-0.33934
10381	2.16281	2.44992	-1.34973	-0.9202
10382	1.17729	2.42983	-0.78718	-0.72479
10383	-0.96383	1.18278	-0.069	-1.80017
10384	-2.06589	0.78026	0.12724	-2.3289
10385	-1.78193	-0.65211	0.26388	-0.61664
10386	-1.3861	-0.59584	0.38162	0.33244
10387	-1.20355	-0.32161	0.62573	0.65237
10388	-1.02186	-0.16592	0.24641	1.13501
10389	-1.53923	0.68959	0.36952	0.51156
10390	-2.57434	0.15331	0.50308	-0.03212
10391	NA	NA	NA	NA
10392	NA	NA	NA	NA
10393	NA	NA	NA	NA
10394	NA	NA	NA	NA
10395	NA	NA	NA	NA
10396	NA	NA	NA	NA
10397	NA	NA	NA	NA
10398	NA	NA	NA	NA
10399	NA	NA	NA	NA
10400	NA	NA	NA	NA
10401	NA	NA	NA	NA
10402	NA	NA	NA	NA
10403	NA	NA	NA	NA
10404	NA	NA	NA	NA
10405	NA	NA	NA	NA
10406	NA	NA	NA	NA
10407	NA	NA	NA	NA
10408	NA	NA	NA	NA
10409	NA	NA	NA	NA
10410	NA	NA	NA	NA
10411	NA	NA	NA	NA
10412	NA	NA	NA	NA
10413	NA	NA	NA	NA
10414	NA	NA	NA	NA
10415	NA	NA	NA	NA
10416	NA	NA	NA	NA
10417	NA	NA	NA	NA
10418	NA	NA	NA	NA
10419	NA	NA	NA	NA
10420	NA	NA	NA	NA
10421	NA	NA	NA	NA
10422	NA	NA	NA	NA
10423	NA	NA	NA	NA
10424	NA	NA	NA	NA
10425	NA	NA	NA	NA
10426	NA	NA	NA	NA
10427	NA	NA	NA	NA
10428	NA	NA	NA	NA
10429	NA	NA	NA	NA
10430	NA	NA	NA	NA
10431	NA	NA	NA	NA
10432	NA	NA	NA	NA
10433	NA	NA	NA	NA
10434	NA	NA	NA	NA
10435	NA	NA	NA	NA
10436	NA	NA	NA	NA
10437	NA	NA	NA	NA
10438	NA	NA	NA	NA
10439	NA	NA	NA	NA
10440	NA	NA	NA	NA
10441	NA	NA	NA	NA
10442	NA	NA	NA	NA
10443	NA	NA	NA	NA
10444	NA	NA	NA	NA
10445	NA	NA	NA	NA
10446	NA	NA	NA	NA
10447	NA	NA	NA	NA
10448	NA	NA	NA	NA
10449	NA	NA	NA	NA
10450	NA	NA	NA	NA
10451	NA	NA	NA	NA
10452	NA	NA	NA	NA
10453	NA	NA	NA	NA
10454	NA	NA	NA	NA
10455	NA	NA	NA	NA
10456	NA	NA	NA	NA
10457	NA	NA	NA	NA
10458	NA	NA	NA	NA
10459	NA	NA	NA	NA
10460	NA	NA	NA	NA
10461	NA	NA	NA	NA
10462	NA	NA	NA	NA
10463	NA	NA	NA	NA
10464	NA	NA	NA	NA
10465	NA	NA	NA	NA
10466	NA	NA	NA	NA
10467	NA	NA	NA	NA
10468	NA	NA	NA	NA
10469	NA	NA	NA	NA
10470	NA	NA	NA	NA
10471	NA	NA	NA	NA
10472	NA	NA	NA	NA
10473	NA	NA	NA	NA
10474	NA	NA	NA	NA
10475	NA	NA	NA	NA
10476	NA	NA	NA	NA
10477	NA	NA	NA	NA
10478	NA	NA	NA	NA
10479	NA	NA	NA	NA
10480	NA	NA	NA	NA
10481	NA	NA	NA	NA
10482	NA	NA	NA	NA
10483	NA	NA	NA	NA
10484	NA	NA	NA	NA
10485	NA	NA	NA	NA
10486	NA	NA	NA	NA
10487	NA	NA	NA	NA
10488	NA	NA	NA	NA
10489	NA	NA	NA	NA
10490	NA	NA	NA	NA
10491	NA	NA	NA	NA
10492	NA	NA	NA	NA
10493	NA	NA	NA	NA
10494	NA	NA	NA	NA
10495	NA	NA	NA	NA
10496	NA	NA	NA	NA
10497	NA	NA	NA	NA
10498	NA	NA	NA	NA
10499	NA	NA	NA	NA
10500	NA	NA	NA	NA
10501	NA	NA	NA	NA
10502	NA	NA	NA	NA
10503	NA	NA	NA	NA
10504	NA	NA	NA	NA
10505	NA	NA	NA	NA
10506	NA	NA	NA	NA
10507	NA	NA	NA	NA
10508	NA	NA	NA	NA
10509	NA	NA	NA	NA
10510	NA	NA	NA	NA
10511	NA	NA	NA	NA
10512	NA	NA	NA	NA
10513	NA	NA	NA	NA
10514	NA	NA	NA	NA
10515	NA	NA	NA	NA
10516	NA	NA	NA	NA
10517	NA	NA	NA	NA
10518	NA	NA	NA	NA
10519	NA	NA	NA	NA
10520	NA	NA	NA	NA
10521	NA	NA	NA	NA
10522	NA	NA	NA	NA
10523	NA	NA	NA	NA
10524	NA	NA	NA	NA
10525	NA	NA	NA	NA
10526	NA	NA	NA	NA
10527	NA	NA	NA	NA
10528	NA	NA	NA	NA
10529	NA	NA	NA	NA
10530	NA	NA	NA	NA
10531	NA	NA	NA	NA
10532	NA	NA	NA	NA
10533	NA	NA	NA	NA
10534	NA	NA	NA	NA
10535	NA	NA	NA	NA
10536	NA	NA	NA	NA
10537	NA	NA	NA	NA
10538	NA	NA	NA	NA
10539	NA	NA	NA	NA
10540	NA	NA	NA	NA
10541	NA	NA	NA	NA
10542	NA	NA	NA	NA
10543	NA	NA	NA	NA
10544	NA	NA	NA	NA
10545	-1.33379	-2.85596	-1.52711	-1.5606
10546	-1.1077	-2.29816	-1.33725	-2.34793
10547	1.49837	0.53354	-1.47452	-2.13606
10548	2.30118	0.7554	-1.73542	-0.91054
10549	2.85591	3.44418	-2.84416	-0.08142
10550	0.87259	-1.26685	-1.42917	-0.35621
10551	-0.5508	-2.76517	-1.52236	0.25516
10552	-0.89913	-2.47698	-1.33419	-0.43789
10553	-1.01559	-2.39112	-1.75335	-0.64372
10554	-0.0146	-0.65356	-1.25776	-1.46015
10555	0.7015	-1.6348	-0.88645	-1.34124
10556	0.46317	-1.4308	-0.83084	-1.69828
10557	1.91308	0.45963	-1.37834	-0.54832
10558	0.14492	1.3967	-0.65271	-1.34798
10559	-2.55596	-0.06389	0.09261	-2.4084
10560	-2.47029	-0.15558	0.26946	-1.54481
10561	-1.96745	-0.0558	0.65178	-0.18154
10562	-1.91246	0.2812	0.61471	0.26714
10563	-2.23982	1.21928	0.08946	-0.54324
10564	-4.33182	1.48889	0.89414	-2.78738
10565	NA	NA	NA	NA
10566	NA	NA	NA	NA
10567	NA	NA	NA	NA
10568	NA	NA	NA	NA
10569	NA	NA	NA	NA
10570	NA	NA	NA	NA
10571	NA	NA	NA	NA
10572	NA	NA	NA	NA
10573	NA	NA	NA	NA
10574	NA	NA	NA	NA
10575	NA	NA	NA	NA
10576	NA	NA	NA	NA
10577	NA	NA	NA	NA
10578	NA	NA	NA	NA
10579	NA	NA	NA	NA
10580	NA	NA	NA	NA
10581	NA	NA	NA	NA
10582	NA	NA	NA	NA
10583	NA	NA	NA	NA
10584	NA	NA	NA	NA
10585	NA	NA	NA	NA
10586	NA	NA	NA	NA
10587	NA	NA	NA	NA
10588	NA	NA	NA	NA
10589	NA	NA	NA	NA
10590	NA	NA	NA	NA
10591	NA	NA	NA	NA
10592	NA	NA	NA	NA
10593	NA	NA	NA	NA
10594	NA	NA	NA	NA
10595	NA	NA	NA	NA
10596	NA	NA	NA	NA
10597	NA	NA	NA	NA
10598	NA	NA	NA	NA
10599	NA	NA	NA	NA
10600	NA	NA	NA	NA
10601	NA	NA	NA	NA
10602	NA	NA	NA	NA
10603	NA	NA	NA	NA
10604	NA	NA	NA	NA
10605	NA	NA	NA	NA
10606	NA	NA	NA	NA
10607	NA	NA	NA	NA
10608	NA	NA	NA	NA
10609	NA	NA	NA	NA
10610	NA	NA	NA	NA
10611	NA	NA	NA	NA
10612	NA	NA	NA	NA
10613	NA	NA	NA	NA
10614	NA	NA	NA	NA
10615	NA	NA	NA	NA
10616	NA	NA	NA	NA
10617	NA	NA	NA	NA
10618	NA	NA	NA	NA
10619	NA	NA	NA	NA
10620	NA	NA	NA	NA
10621	NA	NA	NA	NA
10622	NA	NA	NA	NA
10623	NA	NA	NA	NA
10624	NA	NA	NA	NA
10625	NA	NA	NA	NA
10626	NA	NA	NA	NA
10627	NA	NA	NA	NA
10628	NA	NA	NA	NA
10629	NA	NA	NA	NA
10630	NA	NA	NA	NA
10631	NA	NA	NA	NA
10632	NA	NA	NA	NA
10633	NA	NA	NA	NA
10634	NA	NA	NA	NA
10635	NA	NA	NA	NA
10636	NA	NA	NA	NA
10637	NA	NA	NA	NA
10638	NA	NA	NA	NA
10639	NA	NA	NA	NA
10640	NA	NA	NA	NA
10641	NA	NA	NA	NA
10642	NA	NA	NA	NA
10643	NA	NA	NA	NA
10644	NA	NA	NA	NA
10645	NA	NA	NA	NA
10646	NA	NA	NA	NA
10647	NA	NA	NA	NA
10648	NA	NA	NA	NA
10649	NA	NA	NA	NA
10650	NA	NA	NA	NA
10651	NA	NA	NA	NA
10652	NA	NA	NA	NA
10653	NA	NA	NA	NA
10654	NA	NA	NA	NA
10655	NA	NA	NA	NA
10656	NA	NA	NA	NA
10657	NA	NA	NA	NA
10658	NA	NA	NA	NA
10659	NA	NA	NA	NA
10660	NA	NA	NA	NA
10661	NA	NA	NA	NA
10662	NA	NA	NA	NA
10663	NA	NA	NA	NA
10664	NA	NA	NA	NA
10665	NA	NA	NA	NA
10666	NA	NA	NA	NA
10667	NA	NA	NA	NA
10668	NA	NA	NA	NA
10669	NA	NA	NA	NA
10670	NA	NA	NA	NA
10671	NA	NA	NA	NA
10672	NA	NA	NA	NA
10673	NA	NA	NA	NA
10674	NA	NA	NA	NA
10675	NA	NA	NA	NA
10676	NA	NA	NA	NA
10677	NA	NA	NA	NA
10678	NA	NA	NA	NA
10679	NA	NA	NA	NA
10680	NA	NA	NA	NA
10681	NA	NA	NA	NA
10682	NA	NA	NA	NA
10683	NA	NA	NA	NA
10684	NA	NA	NA	NA
10685	NA	NA	NA	NA
10686	NA	NA	NA	NA
10687	NA	NA	NA	NA
10688	NA	NA	NA	NA
10689	NA	NA	NA	NA
10690	NA	NA	NA	NA
10691	NA	NA	NA	NA
10692	NA	NA	NA	NA
10693	NA	NA	NA	NA
10694	NA	NA	NA	NA
10695	NA	NA	NA	NA
10696	NA	NA	NA	NA
10697	NA	NA	NA	NA
10698	NA	NA	NA	NA
10699	NA	NA	NA	NA
10700	NA	NA	NA	NA
10701	NA	NA	NA	NA
10702	NA	NA	NA	NA
10703	NA	NA	NA	NA
10704	NA	NA	NA	NA
10705	NA	NA	NA	NA
10706	NA	NA	NA	NA
10707	NA	NA	NA	NA
10708	NA	NA	NA	NA
10709	NA	NA	NA	NA
10710	NA	NA	NA	NA
10711	NA	NA	NA	NA
10712	NA	NA	NA	NA
10713	NA	NA	NA	NA
10714	NA	NA	NA	NA
10715	NA	NA	NA	NA
10716	NA	NA	NA	NA
10717	NA	NA	NA	NA
10718	NA	NA	NA	NA
10719	NA	NA	NA	NA
10720	NA	NA	NA	NA
10721	NA	NA	NA	NA
10722	NA	NA	NA	NA
10723	-0.39116	-2.41831	-1.72128	-0.36066
10724	-0.62309	-2.08538	-1.60569	-0.60206
10725	NA	NA	NA	NA
10726	NA	NA	NA	NA
10727	NA	NA	NA	NA
10728	NA	NA	NA	NA
10729	NA	NA	NA	NA
10730	-1.61258	-1.48106	-1.44413	-2.45308
10731	-0.23516	0.48103	-1.19133	-2.91304
10732	-0.38925	-1.116	-0.81058	-2.07255
10733	-0.19668	0.4388	-1.03106	-1.94442
10734	-3.46125	3.44715	0.6081	-4.30407
10735	-4.07856	1.51236	1.15362	-3.02042
10736	-3.93519	1.98712	1.57039	-1.94003
10737	-3.14543	0.88737	0.72652	-1.10625
10738	-3.54833	1.50046	0.40643	-2.0719
10739	-3.71574	1.0199	0.95037	-1.22021
10740	-2.75095	-0.26262	1.03607	0.83413
10741	-2.63694	-0.32225	0.36049	0.20874
10742	-3.11854	0.35773	0.54657	0.1523
10743	-2.05822	0.60015	0.60426	0.49827
10744	-1.58098	0.10511	0.61286	0.79079
10745	-1.51339	-1.26402	0.42986	1.47944
10746	-2.31679	0.02531	0.83802	0.90302
10747	-4.10238	0.38428	1.20844	-0.18307
10748	-4.16688	0.54781	0.99041	-0.88999
10749	NA	NA	NA	NA
10750	NA	NA	NA	NA
10751	NA	NA	NA	NA
10752	NA	NA	NA	NA
10753	NA	NA	NA	NA
10754	NA	NA	NA	NA
10755	NA	NA	NA	NA
10756	NA	NA	NA	NA
10757	NA	NA	NA	NA
10758	NA	NA	NA	NA
10759	NA	NA	NA	NA
10760	NA	NA	NA	NA
10761	NA	NA	NA	NA
10762	NA	NA	NA	NA
10763	NA	NA	NA	NA
10764	NA	NA	NA	NA
10765	NA	NA	NA	NA
10766	NA	NA	NA	NA
10767	NA	NA	NA	NA
10768	NA	NA	NA	NA
10769	NA	NA	NA	NA
10770	NA	NA	NA	NA
10771	NA	NA	NA	NA
10772	NA	NA	NA	NA
10773	NA	NA	NA	NA
10774	NA	NA	NA	NA
10775	NA	NA	NA	NA
10776	NA	NA	NA	NA
10777	NA	NA	NA	NA
10778	NA	NA	NA	NA
10779	NA	NA	NA	NA
10780	NA	NA	NA	NA
10781	NA	NA	NA	NA
10782	NA	NA	NA	NA
10783	NA	NA	NA	NA
10784	NA	NA	NA	NA
10785	NA	NA	NA	NA
10786	NA	NA	NA	NA
10787	NA	NA	NA	NA
10788	NA	NA	NA	NA
10789	NA	NA	NA	NA
10790	NA	NA	NA	NA
10791	NA	NA	NA	NA
10792	NA	NA	NA	NA
10793	NA	NA	NA	NA
10794	NA	NA	NA	NA
10795	NA	NA	NA	NA
10796	NA	NA	NA	NA
10797	NA	NA	NA	NA
10798	NA	NA	NA	NA
10799	NA	NA	NA	NA
10800	NA	NA	NA	NA
10801	NA	NA	NA	NA
10802	NA	NA	NA	NA
10803	NA	NA	NA	NA
10804	NA	NA	NA	NA
10805	NA	NA	NA	NA
10806	NA	NA	NA	NA
10807	NA	NA	NA	NA
10808	NA	NA	NA	NA
10809	NA	NA	NA	NA
10810	NA	NA	NA	NA
10811	NA	NA	NA	NA
10812	NA	NA	NA	NA
10813	NA	NA	NA	NA
10814	NA	NA	NA	NA
10815	NA	NA	NA	NA
10816	NA	NA	NA	NA
10817	NA	NA	NA	NA
10818	NA	NA	NA	NA
10819	NA	NA	NA	NA
10820	NA	NA	NA	NA
10821	NA	NA	NA	NA
10822	NA	NA	NA	NA
10823	NA	NA	NA	NA
10824	NA	NA	NA	NA
10825	NA	NA	NA	NA
10826	NA	NA	NA	NA
10827	NA	NA	NA	NA
10828	NA	NA	NA	NA
10829	NA	NA	NA	NA
10830	NA	NA	NA	NA
10831	NA	NA	NA	NA
10832	NA	NA	NA	NA
10833	NA	NA	NA	NA
10834	NA	NA	NA	NA
10835	NA	NA	NA	NA
10836	NA	NA	NA	NA
10837	NA	NA	NA	NA
10838	NA	NA	NA	NA
10839	NA	NA	NA	NA
10840	NA	NA	NA	NA
10841	NA	NA	NA	NA
10842	NA	NA	NA	NA
10843	NA	NA	NA	NA
10844	NA	NA	NA	NA
10845	NA	NA	NA	NA
10846	NA	NA	NA	NA
10847	NA	NA	NA	NA
10848	NA	NA	NA	NA
10849	NA	NA	NA	NA
10850	NA	NA	NA	NA
10851	NA	NA	NA	NA
10852	NA	NA	NA	NA
10853	NA	NA	NA	NA
10854	NA	NA	NA	NA
10855	NA	NA	NA	NA
10856	NA	NA	NA	NA
10857	NA	NA	NA	NA
10858	NA	NA	NA	NA
10859	NA	NA	NA	NA
10860	NA	NA	NA	NA
10861	NA	NA	NA	NA
10862	NA	NA	NA	NA
10863	NA	NA	NA	NA
10864	NA	NA	NA	NA
10865	NA	NA	NA	NA
10866	NA	NA	NA	NA
10867	NA	NA	NA	NA
10868	NA	NA	NA	NA
10869	NA	NA	NA	NA
10870	NA	NA	NA	NA
10871	NA	NA	NA	NA
10872	NA	NA	NA	NA
10873	NA	NA	NA	NA
10874	NA	NA	NA	NA
10875	NA	NA	NA	NA
10876	NA	NA	NA	NA
10877	NA	NA	NA	NA
10878	NA	NA	NA	NA
10879	NA	NA	NA	NA
10880	NA	NA	NA	NA
10881	NA	NA	NA	NA
10882	NA	NA	NA	NA
10883	NA	NA	NA	NA
10884	NA	NA	NA	NA
10885	NA	NA	NA	NA
10886	NA	NA	NA	NA
10887	NA	NA	NA	NA
10888	NA	NA	NA	NA
10889	NA	NA	NA	NA
10890	NA	NA	NA	NA
10891	NA	NA	NA	NA
10892	NA	NA	NA	NA
10893	NA	NA	NA	NA
10894	NA	NA	NA	NA
10895	NA	NA	NA	NA
10896	NA	NA	NA	NA
10897	NA	NA	NA	NA
10898	NA	NA	NA	NA
10899	NA	NA	NA	NA
10900	NA	NA	NA	NA
10901	NA	NA	NA	NA
10902	NA	NA	NA	NA
10903	NA	NA	NA	NA
10904	NA	NA	NA	NA
10905	NA	NA	NA	NA
10906	-2.8265	-1.51282	-1.40711	-3.24666
10907	1.29077	2.26044	-1.43525	-1.86492
10908	2.66854	2.72285	-1.78067	-0.7834
10909	0.63453	1.78909	-1.29332	-1.06709
10910	0.5053	1.7631	-1.1033	-0.50533
10911	0.04813	3.50046	-0.47755	-0.9369
10912	-2.35855	1.05831	-0.20658	-1.89288
10913	-1.77697	-0.22626	-0.12873	-0.41428
10914	-0.77413	0.09081	-0.04083	-0.30238
10915	-0.79663	-0.51598	0.17171	0.2195
10916	-0.61525	-0.68476	0.16397	0.42941
10917	0.0967	-0.58676	-0.15314	0.76257
10918	0.25872	0.06294	-0.2408	0.58079
10919	-0.0781	-0.2711	-0.14172	0.77144
10920	-1.60298	0.13802	0.73279	0.42724
10921	-1.45079	0.76049	0.4067	0.41251
10922	-3.91074	0.43637	1.02556	-0.92326
10923	-4.05273	0.61959	0.83259	-1.16647
10924	-3.59534	0.43866	0.56112	-0.25157
10925	NA	NA	NA	NA
10926	NA	NA	NA	NA
10927	NA	NA	NA	NA
10928	NA	NA	NA	NA
10929	NA	NA	NA	NA
10930	NA	NA	NA	NA
10931	NA	NA	NA	NA
10932	NA	NA	NA	NA
10933	NA	NA	NA	NA
10934	NA	NA	NA	NA
10935	NA	NA	NA	NA
10936	NA	NA	NA	NA
10937	NA	NA	NA	NA
10938	NA	NA	NA	NA
10939	NA	NA	NA	NA
10940	NA	NA	NA	NA
10941	NA	NA	NA	NA
10942	NA	NA	NA	NA
10943	NA	NA	NA	NA
10944	NA	NA	NA	NA
10945	NA	NA	NA	NA
10946	NA	NA	NA	NA
10947	NA	NA	NA	NA
10948	NA	NA	NA	NA
10949	NA	NA	NA	NA
10950	NA	NA	NA	NA
10951	NA	NA	NA	NA
10952	NA	NA	NA	NA
10953	NA	NA	NA	NA
10954	NA	NA	NA	NA
10955	NA	NA	NA	NA
10956	NA	NA	NA	NA
10957	NA	NA	NA	NA
10958	NA	NA	NA	NA
10959	NA	NA	NA	NA
10960	NA	NA	NA	NA
10961	NA	NA	NA	NA
10962	NA	NA	NA	NA
10963	NA	NA	NA	NA
10964	NA	NA	NA	NA
10965	NA	NA	NA	NA
10966	NA	NA	NA	NA
10967	NA	NA	NA	NA
10968	NA	NA	NA	NA
10969	NA	NA	NA	NA
10970	NA	NA	NA	NA
10971	NA	NA	NA	NA
10972	NA	NA	NA	NA
10973	NA	NA	NA	NA
10974	NA	NA	NA	NA
10975	NA	NA	NA	NA
10976	NA	NA	NA	NA
10977	NA	NA	NA	NA
10978	NA	NA	NA	NA
10979	NA	NA	NA	NA
10980	NA	NA	NA	NA
10981	NA	NA	NA	NA
10982	NA	NA	NA	NA
10983	NA	NA	NA	NA
10984	NA	NA	NA	NA
10985	NA	NA	NA	NA
10986	NA	NA	NA	NA
10987	NA	NA	NA	NA
10988	NA	NA	NA	NA
10989	NA	NA	NA	NA
10990	NA	NA	NA	NA
10991	NA	NA	NA	NA
10992	NA	NA	NA	NA
10993	NA	NA	NA	NA
10994	NA	NA	NA	NA
10995	NA	NA	NA	NA
10996	NA	NA	NA	NA
10997	NA	NA	NA	NA
10998	NA	NA	NA	NA
10999	NA	NA	NA	NA
11000	NA	NA	NA	NA
11001	NA	NA	NA	NA
11002	NA	NA	NA	NA
11003	NA	NA	NA	NA
11004	NA	NA	NA	NA
11005	NA	NA	NA	NA
11006	NA	NA	NA	NA
11007	NA	NA	NA	NA
11008	NA	NA	NA	NA
11009	NA	NA	NA	NA
11010	NA	NA	NA	NA
11011	NA	NA	NA	NA
11012	NA	NA	NA	NA
11013	NA	NA	NA	NA
11014	NA	NA	NA	NA
11015	NA	NA	NA	NA
11016	NA	NA	NA	NA
11017	NA	NA	NA	NA
11018	NA	NA	NA	NA
11019	NA	NA	NA	NA
11020	NA	NA	NA	NA
11021	NA	NA	NA	NA
11022	NA	NA	NA	NA
11023	NA	NA	NA	NA
11024	NA	NA	NA	NA
11025	NA	NA	NA	NA
11026	NA	NA	NA	NA
11027	NA	NA	NA	NA
11028	NA	NA	NA	NA
11029	NA	NA	NA	NA
11030	NA	NA	NA	NA
11031	NA	NA	NA	NA
11032	NA	NA	NA	NA
11033	NA	NA	NA	NA
11034	NA	NA	NA	NA
11035	NA	NA	NA	NA
11036	NA	NA	NA	NA
11037	NA	NA	NA	NA
11038	NA	NA	NA	NA
11039	NA	NA	NA	NA
11040	NA	NA	NA	NA
11041	NA	NA	NA	NA
11042	NA	NA	NA	NA
11043	NA	NA	NA	NA
11044	NA	NA	NA	NA
11045	NA	NA	NA	NA
11046	NA	NA	NA	NA
11047	NA	NA	NA	NA
11048	NA	NA	NA	NA
11049	NA	NA	NA	NA
11050	NA	NA	NA	NA
11051	NA	NA	NA	NA
11052	NA	NA	NA	NA
11053	NA	NA	NA	NA
11054	NA	NA	NA	NA
11055	NA	NA	NA	NA
11056	NA	NA	NA	NA
11057	NA	NA	NA	NA
11058	NA	NA	NA	NA
11059	NA	NA	NA	NA
11060	NA	NA	NA	NA
11061	NA	NA	NA	NA
11062	NA	NA	NA	NA
11063	NA	NA	NA	NA
11064	NA	NA	NA	NA
11065	NA	NA	NA	NA
11066	NA	NA	NA	NA
11067	NA	NA	NA	NA
11068	NA	NA	NA	NA
11069	NA	NA	NA	NA
11070	NA	NA	NA	NA
11071	NA	NA	NA	NA
11072	NA	NA	NA	NA
11073	NA	NA	NA	NA
11074	NA	NA	NA	NA
11075	NA	NA	NA	NA
11076	NA	NA	NA	NA
11077	NA	NA	NA	NA
11078	NA	NA	NA	NA
11079	NA	NA	NA	NA
11080	NA	NA	NA	NA
11081	NA	NA	NA	NA
11082	-1.47706	-2.25856	-1.45608	-0.71447
11083	-2.68913	2.17694	-1.62893	-3.68595
11084	1.82438	2.39215	-2.24532	-1.22038
11085	1.51715	1.30426	-2.03324	-0.30866
11086	0.71081	-0.23274	-1.47618	0.08284
11087	0.22844	-0.16215	-1.28959	-0.23703
11088	-0.05836	-0.10074	-0.68598	-0.00786
11089	0.50307	-0.17414	-0.38819	-0.36179
11090	-0.50594	-0.19233	-0.35732	-0.7664
11091	-0.84704	0.4995	0.14322	-0.94041
11092	0.16818	-0.59404	-0.24021	-0.15732
11093	0.52687	-0.07411	-0.38796	0.58034
11094	0.10675	-0.8348	-0.28936	0.77039
11095	-0.55111	-0.78928	-0.23735	0.38071
11096	-1.87222	-0.47233	-0.04619	-0.15971
11097	-2.59637	-0.10007	0.22137	-0.03429
11098	-2.22336	0.24228	0.18709	0.62696
11099	-2.91293	1.04705	0.33197	-0.79132
11100	-3.24506	0.85727	0.3605	-0.63299
11101	NA	NA	NA	NA
11102	NA	NA	NA	NA
11103	NA	NA	NA	NA
11104	NA	NA	NA	NA
11105	NA	NA	NA	NA
11106	NA	NA	NA	NA
11107	NA	NA	NA	NA
11108	NA	NA	NA	NA
11109	NA	NA	NA	NA
11110	NA	NA	NA	NA
11111	NA	NA	NA	NA
11112	NA	NA	NA	NA
11113	NA	NA	NA	NA
11114	NA	NA	NA	NA
11115	NA	NA	NA	NA
11116	NA	NA	NA	NA
11117	NA	NA	NA	NA
11118	NA	NA	NA	NA
11119	NA	NA	NA	NA
11120	NA	NA	NA	NA
11121	NA	NA	NA	NA
11122	NA	NA	NA	NA
11123	NA	NA	NA	NA
11124	NA	NA	NA	NA
11125	NA	NA	NA	NA
11126	NA	NA	NA	NA
11127	NA	NA	NA	NA
11128	NA	NA	NA	NA
11129	NA	NA	NA	NA
11130	NA	NA	NA	NA
11131	NA	NA	NA	NA
11132	NA	NA	NA	NA
11133	NA	NA	NA	NA
11134	NA	NA	NA	NA
11135	NA	NA	NA	NA
11136	NA	NA	NA	NA
11137	NA	NA	NA	NA
11138	NA	NA	NA	NA
11139	NA	NA	NA	NA
11140	NA	NA	NA	NA
11141	NA	NA	NA	NA
11142	NA	NA	NA	NA
11143	NA	NA	NA	NA
11144	NA	NA	NA	NA
11145	NA	NA	NA	NA
11146	NA	NA	NA	NA
11147	NA	NA	NA	NA
11148	NA	NA	NA	NA
11149	NA	NA	NA	NA
11150	NA	NA	NA	NA
11151	NA	NA	NA	NA
11152	NA	NA	NA	NA
